10.000000,0.000000,0.000000,0.000000
9.800000,0.000000,0.000000,0.000000
9.600000,0.000000,0.000000,0.000000
9.400000,0.000000,0.000000,0.000000
9.200000,0.000000,0.000000,0.000000
9.000000,0.000000,0.000000,0.000000
8.800000,0.000000,0.000000,0.000000
8.600000,0.000000,0.000000,0.000000
8.400000,0.000000,0.000000,0.000000
8.200000,0.000000,0.000000,0.000000
8.000000,0.000000,0.000000,0.000000
7.800000,0.000000,0.000000,0.000000
7.600000,0.000000,0.000000,0.000000
7.400000,0.000000,0.000000,0.000000
7.200000,0.000000,0.000000,0.000000
7.000000,0.000000,0.000000,0.000000
6.800000,0.000000,0.000000,0.000000
6.600000,0.000000,0.000000,0.000000
6.400000,0.000000,0.000000,0.000000
6.200000,0.000000,0.000000,0.000000
6.000000,0.000000,0.000000,0.000000
5.800000,0.000000,0.000000,0.000000
5.600000,0.000000,0.000000,0.000000
5.400000,0.000000,0.000000,0.000000
5.200000,0.000000,0.000000,0.000000
5.000000,0.000000,0.000217,0.000000
4.800000,0.000000,0.000350,0.000000
4.600000,0.000000,0.002283,0.000000
4.400000,0.000000,0.003900,0.001550
4.200000,0.000000,0.007000,0.005367
4.000000,0.000000,0.017284,0.008934
3.800000,0.000000,0.018635,0.004834
3.600000,0.000000,0.021668,0.014651
3.400000,0.000000,0.032819,0.027185
3.200000,0.000000,0.054737,0.030669
3.000000,0.000000,0.060771,0.034952
2.800000,0.000000,0.057687,0.065988
2.600000,0.000000,0.068371,0.069038
2.400000,0.000000,0.099807,0.093006
2.200000,0.000000,0.134326,0.102057
2.000000,0.000000,0.157527,0.154460
1.800000,0.000000,0.156410,0.137776
1.600000,0.000000,0.151277,0.136376
1.400000,0.000000,0.190146,0.168211
1.200000,0.000000,0.211597,0.189596
1.000000,0.000000,0.239499,0.174862
0.800000,0.000000,0.234166,0.228315
0.600000,0.000000,0.232249,0.242916
0.400000,0.000000,0.272435,0.254467
0.200000,0.000000,0.268468,0.259434
0.000000,0.049353,0.266684,0.241499
0.200000,0.102740,0.217648,0.245283
0.400000,0.131325,0.219931,0.176778
0.600000,0.237432,0.225932,0.192279
0.800000,0.298003,0.181129,0.225932
1.000000,0.328905,0.127642,0.192229
1.200000,0.350323,0.167611,0.139793
1.400000,0.302487,0.164994,0.198380
1.600000,0.395226,0.140893,0.169045
1.800000,0.440713,0.090739,0.185279
2.000000,0.400160,0.095023,0.129309
2.200000,0.329055,0.092723,0.104940
2.400000,0.301620,0.057370,0.112974
2.600000,0.266251,0.046886,0.085789
2.800000,0.254000,0.044120,0.065871
3.000000,0.190963,0.024718,0.041919
3.200000,0.137976,0.031119,0.029985
3.400000,0.129375,0.019568,0.020118
3.600000,0.072438,0.025102,0.007067
3.800000,0.069005,0.021068,0.007917
4.000000,0.063021,0.013418,0.007350
4.200000,0.042703,0.002717,0.012234
4.400000,0.055737,0.016218,0.003067
4.600000,0.039336,0.010167,0.000317
4.800000,0.010034,0.002784,0.000000
5.000000,0.001500,0.000167,0.000000
5.200000,0.000317,0.000000,0.000000
5.400000,0.000000,0.000000,0.000000
5.600000,0.000000,0.000000,0.000000
5.800000,0.000000,0.000000,0.000000
6.000000,0.000000,0.000000,0.000000
6.200000,0.000000,0.000000,0.000000
6.400000,0.000000,0.000000,0.000000
6.600000,0.000000,0.000000,0.000000
6.800000,0.000000,0.000000,0.000000
7.000000,0.000000,0.000000,0.000000
7.200000,0.000000,0.000000,0.000000
7.400000,0.000000,0.000000,0.000000
7.600000,0.000000,0.000000,0.000000
7.800000,0.000000,0.000000,0.000000
8.000000,0.000000,0.000000,0.000000
8.200000,0.000000,0.000000,0.000000
8.400000,0.000000,0.000000,0.000000
8.600000,0.000000,0.000000,0.000000
8.800000,0.000000,0.000000,0.000000
9.000000,0.000000,0.000000,0.000000
9.200000,0.000000,0.000000,0.000000
9.400000,0.000000,0.000000,0.000000
9.600000,0.000000,0.000000,0.000000
9.800000,0.000000,0.000000,0.000000
