-10.000000,0.000000,0.010900,0.013851
-9.800000,0.000000,0.004973,0.003518
-9.600000,0.000000,0.009997,0.008181
-9.400000,0.000000,0.011138,0.008659
-9.200000,0.000000,0.007340,0.016208
-9.000000,0.000000,0.006898,0.026593
-8.800000,0.000000,0.012416,0.025807
-8.600000,0.000000,0.019262,0.011546
-8.400000,0.000000,0.022771,0.014979
-8.200000,0.000000,0.029753,0.020786
-8.000000,0.000000,0.010968,0.018019
-7.800000,0.000000,0.021561,0.011307
-7.600000,0.000000,0.019909,0.025004
-7.400000,0.000000,0.019126,0.015252
-7.200000,0.000000,0.026194,0.024441
-7.000000,0.000000,0.034692,0.030470
-6.800000,0.000000,0.026279,0.043074
-6.600000,0.000000,0.036804,0.039266
-6.400000,0.000000,0.042424,0.042921
-6.200000,0.000000,0.049577,0.049667
-6.000000,0.000000,0.043429,0.055115
-5.800000,0.000000,0.043991,0.056004
-5.600000,0.000000,0.060682,0.035064
-5.400000,0.000000,0.055777,0.042460
-5.200000,0.000000,0.050139,0.071563
-5.000000,0.000000,0.053137,0.057387
-4.800000,0.000000,0.058076,0.058736
-4.600000,0.000000,0.056884,0.068625
-4.400000,0.000000,0.068363,0.061896
-4.200000,0.000000,0.052745,0.058070
-4.000000,0.000000,0.052660,0.059334
-3.800000,0.000000,0.067562,0.054022
-3.600000,0.000000,0.057872,0.067823
-3.400000,0.000000,0.057820,0.073510
-3.200000,0.000000,0.052677,0.076943
-3.000000,0.000000,0.062300,0.056601
-2.800000,0.000000,0.051229,0.043314
-2.600000,0.000000,0.070185,0.071478
-2.400000,0.000000,0.073574,0.082443
-2.200000,0.000000,0.102374,0.084048
-2.000000,0.000000,0.084576,0.081520
-1.800000,0.000000,0.072365,0.073134
-1.600000,0.000000,0.049152,0.064219
-1.400000,0.000000,0.086262,0.076277
-1.200000,0.000000,0.076606,0.073527
-1.000000,0.000000,0.090673,0.060496
-0.800000,0.000000,0.084338,0.069992
-0.600000,0.000000,0.098695,0.079539
-0.400000,0.000000,0.092240,0.100854
-0.200000,0.000000,0.098882,0.081367
0.000000,0.002264,0.066932,0.077985
0.200000,0.006845,0.067494,0.076858
0.400000,0.017696,0.094233,0.088865
0.600000,0.043316,0.094744,0.101367
0.800000,0.037585,0.108914,0.088216
1.000000,0.049227,0.104383,0.121879
1.200000,0.062989,0.097230,0.093237
1.400000,0.062522,0.068107,0.103809
1.600000,0.039453,0.066047,0.094962
1.800000,0.087063,0.084270,0.078497
2.000000,0.104005,0.090128,0.094501
2.200000,0.090926,0.085445,0.071546
2.400000,0.072852,0.063322,0.071153
2.600000,0.123480,0.077900,0.057404
2.800000,0.094537,0.059694,0.071478
3.000000,0.103304,0.072229,0.067361
3.200000,0.137134,0.059149,0.070385
3.400000,0.146530,0.062368,0.092110
3.600000,0.135140,0.060563,0.072759
3.800000,0.120120,0.073642,0.059505
4.000000,0.111209,0.049901,0.070350
4.200000,0.167569,0.064905,0.080376
4.400000,0.139075,0.045371,0.060666
4.600000,0.140566,0.054159,0.066525
4.800000,0.156052,0.052319,0.031392
5.000000,0.141212,0.051774,0.043536
5.200000,0.149692,0.054772,0.049992
5.400000,0.149549,0.070764,0.031512
5.600000,0.145524,0.060154,0.041913
5.800000,0.148650,0.036821,0.043467
6.000000,0.143153,0.032427,0.040598
6.200000,0.168934,0.033483,0.044646
6.400000,0.171288,0.044213,0.034808
6.600000,0.139721,0.052609,0.040308
6.800000,0.099244,0.027590,0.037131
7.000000,0.118162,0.036072,0.017592
7.200000,0.114407,0.031746,0.020273
7.400000,0.108245,0.016742,0.020837
7.600000,0.124468,0.025019,0.019505
7.800000,0.092022,0.027079,0.020820
8.000000,0.094034,0.013880,0.017916
8.200000,0.109934,0.021612,0.010931
8.400000,0.082482,0.022481,0.007788
8.600000,0.064264,0.017440,0.010538
8.800000,0.073625,0.015038,0.010333
9.000000,0.085787,0.011411,0.005038
9.200000,0.048831,0.004973,0.004560
9.400000,0.054958,0.005842,0.004577
9.600000,0.044232,0.007783,0.009974
9.800000,0.076122,0.006574,0.003313
