0.000000,0.500000
0.002000,0.499952
0.004000,0.499800
0.006000,0.499553
0.008000,0.499212
0.010000,0.498779
0.012000,0.498256
0.014000,0.497643
0.016000,0.496944
0.018000,0.496161
0.020000,0.495296
0.022000,0.494352
0.024000,0.493333
0.026000,0.492242
0.028000,0.491081
0.030000,0.489855
0.032000,0.488566
0.034000,0.487219
0.036000,0.485815
0.038000,0.484360
0.040000,0.482855
0.042000,0.481305
0.044000,0.479712
0.046000,0.478080
0.048000,0.476412
0.050000,0.474709
0.052000,0.472976
0.054000,0.471214
0.056000,0.469426
0.058000,0.467615
0.060000,0.465782
0.062000,0.463930
0.064000,0.462060
0.066000,0.460174
0.068000,0.458275
0.070000,0.456362
0.072000,0.454439
0.074000,0.452505
0.076000,0.450563
0.078000,0.448614
0.080000,0.446658
0.082000,0.444696
0.084000,0.442729
0.086000,0.440759
0.088000,0.438785
0.090000,0.436808
0.092000,0.434829
0.094000,0.432848
0.096000,0.430867
0.098000,0.428884
0.100000,0.426900
0.102000,0.424917
0.104000,0.422933
0.106000,0.420950
0.108000,0.418967
0.110000,0.416984
0.112000,0.415003
0.114000,0.413022
0.116000,0.411042
0.118000,0.409064
0.120000,0.407087
0.122000,0.405110
0.124000,0.403136
0.126000,0.401162
0.128000,0.399190
0.130000,0.397220
0.132000,0.395251
0.134000,0.393283
0.136000,0.391317
0.138000,0.389353
0.140000,0.387391
0.142000,0.385430
0.144000,0.383471
0.146000,0.381513
0.148000,0.379558
0.150000,0.377605
0.152000,0.375653
0.154000,0.373704
0.156000,0.371757
0.158000,0.369813
0.160000,0.367870
0.162000,0.365931
0.164000,0.363994
0.166000,0.362060
0.168000,0.360129
0.170000,0.358201
0.172000,0.356277
0.174000,0.354356
0.176000,0.352439
0.178000,0.350526
0.180000,0.348617
0.182000,0.346713
0.184000,0.344814
0.186000,0.342919
0.188000,0.341030
0.190000,0.339147
0.192000,0.337270
0.194000,0.335399
0.196000,0.333534
0.198000,0.331677
0.200000,0.329827
0.202000,0.327985
0.204000,0.326151
0.206000,0.324326
0.208000,0.322511
0.210000,0.320704
0.212000,0.318908
0.214000,0.317122
0.216000,0.315348
0.218000,0.313585
0.220000,0.311834
0.222000,0.310096
0.224000,0.308370
0.226000,0.306659
0.228000,0.304962
0.230000,0.303280
0.232000,0.301613
0.234000,0.299963
0.236000,0.298329
0.238000,0.296713
0.240000,0.295114
0.242000,0.293535
0.244000,0.291974
0.246000,0.290433
0.248000,0.288913
0.250000,0.287414
0.252000,0.285937
0.254000,0.284482
0.256000,0.283051
0.258000,0.281643
0.260000,0.280259
0.262000,0.278901
0.264000,0.277568
0.266000,0.276262
0.268000,0.274982
0.270000,0.273729
0.272000,0.272505
0.274000,0.271309
0.276000,0.270143
0.278000,0.269006
0.280000,0.267899
0.282000,0.266823
0.284000,0.265779
0.286000,0.264766
0.288000,0.263785
0.290000,0.262837
0.292000,0.261921
0.294000,0.261039
0.296000,0.260191
0.298000,0.259377
0.300000,0.258598
0.302000,0.257853
0.304000,0.257143
0.306000,0.256469
0.308000,0.255829
0.310000,0.255226
0.312000,0.254658
0.314000,0.254127
0.316000,0.253631
0.318000,0.253172
0.320000,0.252749
0.322000,0.252362
0.324000,0.252012
0.326000,0.251698
0.328000,0.251421
0.330000,0.251180
0.332000,0.250975
0.334000,0.250807
0.336000,0.250674
0.338000,0.250578
0.340000,0.250517
0.342000,0.250493
0.344000,0.250503
0.346000,0.250549
0.348000,0.250630
0.350000,0.250747
0.352000,0.250897
0.354000,0.251082
0.356000,0.251302
0.358000,0.251555
0.360000,0.251842
0.362000,0.252162
0.364000,0.252515
0.366000,0.252901
0.368000,0.253319
0.370000,0.253769
0.372000,0.254251
0.374000,0.254764
0.376000,0.255308
0.378000,0.255883
0.380000,0.256488
0.382000,0.257123
0.384000,0.257788
0.386000,0.258482
0.388000,0.259204
0.390000,0.259955
0.392000,0.260734
0.394000,0.261541
0.396000,0.262375
0.398000,0.263235
0.400000,0.264123
0.402000,0.265036
0.404000,0.265976
0.406000,0.266940
0.408000,0.267930
0.410000,0.268945
0.412000,0.269984
0.414000,0.271046
0.416000,0.272133
0.418000,0.273243
0.420000,0.274375
0.422000,0.275530
0.424000,0.276708
0.426000,0.277907
0.428000,0.279127
0.430000,0.280369
0.432000,0.281632
0.434000,0.282916
0.436000,0.284219
0.438000,0.285543
0.440000,0.286886
0.442000,0.288248
0.444000,0.289630
0.446000,0.291030
0.448000,0.292449
0.450000,0.293885
0.452000,0.295340
0.454000,0.296812
0.456000,0.298302
0.458000,0.299808
0.460000,0.301332
0.462000,0.302872
0.464000,0.304428
0.466000,0.306001
0.468000,0.307589
0.470000,0.309192
0.472000,0.310812
0.474000,0.312446
0.476000,0.314095
0.478000,0.315759
0.480000,0.317437
0.482000,0.319130
0.484000,0.320836
0.486000,0.322557
0.488000,0.324291
0.490000,0.326039
0.492000,0.327800
0.494000,0.329574
0.496000,0.331361
0.498000,0.333161
0.500000,0.334974
0.502000,0.336799
0.504000,0.338636
0.506000,0.340485
0.508000,0.342347
0.510000,0.344220
0.512000,0.346105
0.514000,0.348001
0.516000,0.349909
0.518000,0.351828
0.520000,0.353758
0.522000,0.355699
0.524000,0.357652
0.526000,0.359614
0.528000,0.361588
0.530000,0.363572
0.532000,0.365566
0.534000,0.367571
0.536000,0.369586
0.538000,0.371611
0.540000,0.373646
0.542000,0.375690
0.544000,0.377745
0.546000,0.379809
0.548000,0.381882
0.550000,0.383965
0.552000,0.386058
0.554000,0.388160
0.556000,0.390270
0.558000,0.392390
0.560000,0.394519
0.562000,0.396657
0.564000,0.398805
0.566000,0.400962
0.568000,0.403130
0.570000,0.405307
0.572000,0.407493
0.574000,0.409689
0.576000,0.411895
0.578000,0.414110
0.580000,0.416334
0.582000,0.418568
0.584000,0.420811
0.586000,0.423064
0.588000,0.425325
0.590000,0.427596
0.592000,0.429876
0.594000,0.432166
0.596000,0.434464
0.598000,0.436771
0.600000,0.439087
0.602000,0.441413
0.604000,0.443747
0.606000,0.446090
0.608000,0.448442
0.610000,0.450803
0.612000,0.453173
0.614000,0.455552
0.616000,0.457939
0.618000,0.460335
0.620000,0.462741
0.622000,0.465154
0.624000,0.467577
0.626000,0.470009
0.628000,0.472449
0.630000,0.474898
0.632000,0.477356
0.634000,0.479822
0.636000,0.482298
0.638000,0.484782
0.640000,0.487275
0.642000,0.489777
0.644000,0.492287
0.646000,0.494807
0.648000,0.497335
0.650000,0.499872
0.652000,0.502418
0.654000,0.504973
0.656000,0.507537
0.658000,0.510110
0.660000,0.512692
0.662000,0.515283
0.664000,0.517884
0.666000,0.520493
0.668000,0.523112
0.670000,0.525740
0.672000,0.528377
0.674000,0.531023
0.676000,0.533679
0.678000,0.536345
0.680000,0.539020
0.682000,0.541704
0.684000,0.544399
0.686000,0.547103
0.688000,0.549817
0.690000,0.552541
0.692000,0.555275
0.694000,0.558019
0.696000,0.560773
0.698000,0.563538
0.700000,0.566313
0.702000,0.569099
0.704000,0.571895
0.706000,0.574702
0.708000,0.577520
0.710000,0.580349
0.712000,0.583189
0.714000,0.586040
0.716000,0.588902
0.718000,0.591777
0.720000,0.594662
0.722000,0.597560
0.724000,0.600470
0.726000,0.603392
0.728000,0.606326
